merchant_name,expense,category,mcc,amount,date
Apple Store,Electronics,Mobile Accessories,,1214.37,2023-04-26
Walmart,Clothes,Men's Clothing,,125.55,2023-04-25
Disney Land,Entertainment,Tourist Attractions,,79.19,2023-03-14
Aliexpress,Electronics,Mobile Accessories,,1434.47,2023-05-05
Nike,Clothes,Accessories,,38.09,2023-05-09
Walmart,Health,Drug Stores,,71.77,2023-04-29
Macy's,Clothes,Apparel,,274.9,2023-04-27
Nintendo,Electronics,Computer Software Stores,5735,1723.28,2023-05-03
Adidas,Clothes,Accessories,,210.06,2023-04-28
Yellow Cab,Transportation,Taxi Cabs,,9.12,2023-05-07
City Bus,Transportation,Local Transit,4131,9.41,2023-03-16
XYZ Housing,Rent,Housing,,300,2023-03-29
Uniqlo,Clothes,Accessories,,177.48,2023-05-09
JUTC,Transportation,Local Transit,,6.22,2023-04-23
ABC Apartments,Rent,Housing,,300,2023-03-21
H&M,Clothes,Apparel,,295.96,2023-03-10
Home Depot,MISC,Department Stores,,0,2023-04-19
XYZ Housing,Rent,Housing,,300,2023-05-01
Sony,Electronics,Gaming,,1705.37,2023-04-30
Dentist,MISC,Miscellaneous,,0,2023-04-14
PQR Internet,Utilities,Utilities,4996,129.49,2023-04-07
ABC Water,Utilities,Utilities,,121.88,2023-04-02
Megamart,Groceries,Convenience Stores,5422,41.48,2023-03-30
Nintendo,Electronics,Computer Software Stores,,1830.94,2023-04-03
Walmart,Health,Health,,389.21,2023-03-15
Home Depot,MISC,Miscellaneous,,0,2023-03-21
Uptown Rentals,Rent,Housing,,300,2023-04-20
Amazon,Health,Drug Stores,,122.64,2023-03-22
Yellow Cab,Transportation,Bus Lines,,13.9,2023-04-04
Amazon,Health,Drug Stores,,373.6,2023-04-09
Gyomu Supermarket,Groceries,Convenience Stores,,9.92,2023-05-12
Uber,Transportation,Local Transit,,8.85,2023-05-13
Aliexpress,Clothes,Accessories,,270.93,2023-03-02
Walmart,Health,Health,5912,386.08,2023-04-20
Main Street Condos,Rent,Housing,6513,300,2023-03-06
Subway,Food,Restaurant & Dining,,35.04,2023-03-09
Tobu,Groceries,Convenience Stores,5499,78.29,2023-04-24
XYZ Electricity,Utilities,Utilities,,121.29,2023-05-14
Walmart,Health,Health,,230.92,2023-05-03
Carib,Entertainment,Tourist Attractions,,29.51,2023-03-03
Walmart,Electronics,Electronics,,1387.96,2023-03-08
Burger King,Food,Dining,,129.63,2023-04-21
Donquiote,Clothes,Commercial Footwear,,77.02,2023-03-04
XYZ Housing,Rent,Housing,,300,2023-03-21
Holiday Inn,MISC,Department Stores,,0,2023-05-10
ABC Apartments,Rent,Housing,,300,2023-05-02
MNO Gas,Utilities,Utilities,,164.95,2023-03-20
KFC,Food,Bars,5813,121.77,2023-04-30
MNO Gas,Utilities,Utilities,4957,83.84,2023-03-10
Amazon,Health,Health,,47.7,2023-04-13
Ikea,MISC,Stationery Goods,,0,2023-03-13
Tobu Zoo,Entertainment,Exhibits,,103.81,2023-03-26
Main Street Condos,Rent,Housing,,300,2023-03-11
Nintendo,Electronics,Computer Software Stores,,537.08,2023-05-07
Amazon,MISC,Wholesale Clubs,,0,2023-03-08
Main Street Condos,Rent,Housing,,300,2023-04-13
Walmart,MISC,Wholesale Clubs,,0,2023-03-25
CVS,Health,Health,,324.37,2023-03-02
Dollar General,Groceries,Convenience Stores,,22.18,2023-03-08
Museum of History,Entertainment,Tourist Attractions,,101.7,2023-05-08
City Hospital,MISC,Wholesale Clubs,7281,0,2023-04-10
Subway,Food,Restaurant & Dining,5814,74.39,2023-03-20
Walmart,Food,Bars,,50.33,2023-04-24
Lyft,Transportation,Public Transportation,4094,18.24,2023-03-28
Macy's,Clothes,Accessories,,221.68,2023-04-26
MNO Gas,Utilities,Utilities,4935,185.88,2023-05-06
Walmart,Food,Fast Food Restaurants,,71.91,2023-04-04
PQR Internet,Utilities,Utilities,,78.54,2023-05-05
Target,Clothes,Men's Clothing,,50.6,2023-04-01
Dollar General,Groceries,Markets,,67.2,2023-03-06
PQR Internet,Utilities,Utilities,,71.77,2023-04-24
Amazon,Clothes,Commercial Footwear,,129.29,2023-03-08
Uber,Transportation,Local Transit,,15.55,2023-05-12
Hilo,Groceries,Miscellaneous Food Stores,,44.22,2023-04-11
Walmart,Health,Health,5912,347.29,2023-04-30
Yellow Cab,Transportation,Bus Lines,4127,7.18,2023-03-12
Yellow Cab,Transportation,Public Transportation,4398,13.46,2023-03-07
Best Buy,Electronics,Mobile Accessories,,443.6,2023-03-29
Dentist,MISC,Variety Stores,,0,2023-04-07
Lyft,Transportation,Local Transit,4005,15.69,2023-03-15
Gyomu Supermarket,Groceries,Convenience Stores,5499,138.4,2023-03-23
Nike,Clothes,Apparel,,258.17,2023-04-14
Uber,Transportation,Bus Lines,,17.81,2023-03-15
Walmart,Groceries,Specialty Food Markets,,102.42,2023-04-07
Main Street Condos,Rent,Housing,,300,2023-04-15
Hilo,Groceries,Convenience Stores,,6.68,2023-03-22
Tobu Zoo,Entertainment,Carnival,,39.33,2023-03-04
Tasty's,Food,Meals,5812,103.0,2023-05-14
Walmart,Health,Pharmaceuticals,5912,487.14,2023-04-28
Target,Food,Bars,,76.49,2023-04-11
Walmart,Food,Dining,5812,88.88,2023-03-18
Walmart,Health,Pharmaceuticals,,337.17,2023-03-13
Carib,Entertainment,Exhibits,,16.45,2023-03-29
Target,Food,Dining,,147.0,2023-04-15
XYZ Electricity,Utilities,Utilities,4848,139.16,2023-05-10
Donquiote,Clothes,Men's Clothing,,30.45,2023-05-13
Nintendo,Electronics,Gaming,,203.94,2023-05-09
Tobu Aquarium,Entertainment,Exhibits,,29.52,2023-04-09
XYZ Housing,Rent,Housing,6513,300,2023-05-01
AMC Theaters,Entertainment,Motion Picture Theaters,,107.27,2023-03-31
Starbucks,Food,Dining,,17.5,2023-04-04
PQR Internet,Utilities,Utilities,4874,149.86,2023-05-02
Megamart,Groceries,Supermarkets,,89.07,2023-03-04
Target,Clothes,Accessories,,101.43,2023-04-27
Target,MISC,Wholesale Clubs,,0,2023-03-17
Dollar General,Groceries,Convenience Stores,,119.54,2023-04-21
Sony,Electronics,Electronics,,1521.96,2023-03-23
Six Flags,Entertainment,Motion Pictures,,104.93,2023-04-19
H&M,Clothes,Apparel,,83.37,2023-03-25
JUTC,Transportation,Taxi Cabs,,13.63,2023-04-02
XYZ Housing,Rent,Housing,,300,2023-03-05
XYZ Housing,Rent,Housing,,300,2023-04-25
MNO Gas,Utilities,Utilities,,148.01,2023-04-02
Subway,Food,Fast Food Restaurants,,27.15,2023-04-04
Gap,Clothes,Apparel,,105.95,2023-05-10
Walmart,Health,Pharmaceuticals,,276.2,2023-03-14
Samsung,Electronics,Electronics,,1144.0,2023-03-12
Holiday Inn,MISC,Miscellaneous,6956,0,2023-03-25
Amazon,Clothes,Men's Clothing,,87.62,2023-04-14
Walmart,Health,Drug Stores,,55.51,2023-05-06
CVS,Health,Pharmaceuticals,5912,100.4,2023-03-10
JUTC,Transportation,Local Transit,,15.48,2023-05-02
MNO Gas,Utilities,Utilities,4964,67.33,2023-03-27
MNO Gas,Utilities,Utilities,,183.29,2023-03-14
Uber,Transportation,Public Transportation,,7.69,2023-03-01
XYZ Housing,Rent,Housing,,300,2023-05-14
CVS,Health,Health,,257.22,2023-05-12
Amazon,Health,Health,,164.03,2023-04-22
MNO Gas,Utilities,Utilities,,76.04,2023-04-20
PQR Internet,Utilities,Utilities,4831,102.92,2023-04-27
Holiday Inn,MISC,Wholesale Clubs,,0,2023-03-02
GU,Clothes,Commercial Footwear,,80.2,2023-03-15
Gyomu Supermarket,Groceries,Miscellaneous Food Stores,,26.52,2023-04-08
PQR Internet,Utilities,Utilities,4978,196.61,2023-05-07
Aliexpress,MISC,Stationery Goods,,0,2023-04-07
Ikea,MISC,Miscellaneous,,0,2023-04-15
KFC,Food,Fast Food Restaurants,,117.44,2023-03-23
Costco,MISC,Miscellaneous,,0,2023-04-12
Walmart,MISC,Variety Stores,,0,2023-04-06
ABC Apartments,Rent,Housing,,300,2023-04-30
Walmart,Food,Restaurant & Dining,,120.62,2023-03-01
Uber,Transportation,Local Transit,,18.81,2023-04-02
Dentist,MISC,Variety Stores,,0,2023-05-07
Walmart,Health,Pharmaceuticals,,98.86,2023-04-18
Hilo,Groceries,Convenience Stores,,140.83,2023-05-03
Target,Groceries,Markets,5441,143.78,2023-04-26
CVS,Health,Health,,377.5,2023-04-04
Amazon,Electronics,Electronics,,1098.06,2023-04-30
Ikea,MISC,Department Stores,,0,2023-03-25
PQR Internet,Utilities,Utilities,4900,74.05,2023-05-12
Nike,Clothes,Clothing & Shoes,,168.39,2023-04-26
Uber,Transportation,Public Transportation,,18.96,2023-05-10
CVS,Health,Health,,467.98,2023-04-19
Carib,Entertainment,Tourist Attractions,,49.27,2023-03-21
PQR Internet,Utilities,Utilities,4824,108.35,2023-05-09
Main Street Condos,Rent,Housing,,300,2023-04-12
ABC Apartments,Rent,Housing,,300,2023-04-13
Walmart,MISC,Department Stores,,0,2023-03-03
Uber,Transportation,Public Transportation,,14.12,2023-05-13
Sony,Electronics,Computer Software Stores,,1654.73,2023-04-22
KFC,Food,Restaurant & Dining,5814,55.81,2023-05-10
Amazon,Groceries,Supermarkets,,83.87,2023-03-23
Amazon,Health,Drug Stores,,239.59,2023-03-09
Amazon,Health,Health,,195.81,2023-04-18
CVS,Health,Health,,353.46,2023-04-06
Dollar General,Groceries,Specialty Food Markets,,85.71,2023-05-05
Amazon,Groceries,Convenience Stores,,61.63,2023-04-25
Uniqlo,Clothes,Apparel,,166.24,2023-03-16
TGI Fridays,Food,Restaurant & Dining,,130.59,2023-03-17
Nike,Clothes,Commercial Footwear,5635,138.49,2023-03-08
Megamart,Groceries,Miscellaneous Food Stores,,65.31,2023-04-20
McDonalds,Food,Bars,,99.89,2023-03-18
XYZ Electricity,Utilities,Utilities,,174.61,2023-04-08
XYZ Electricity,Utilities,Utilities,,85.43,2023-04-04
Walmart,Electronics,Gaming,,577.23,2023-04-01
Carib,Entertainment,Fair,7991,79.35,2023-04-20
CVS,Health,Pharmaceuticals,5912,6.07,2023-03-15
TGI Fridays,Food,Dining,,96.85,2023-04-30
PQR Internet,Utilities,Utilities,,161.73,2023-05-04
Amazon,MISC,Stationery Goods,,0,2023-03-20
Costco,MISC,Stationery Goods,,0,2023-03-22
KFC,Food,Dining,,110.33,2023-04-28
ABC Apartments,Rent,Housing,,300,2023-03-27
Apple Store,Electronics,Electronics,,940.45,2023-03-29
Uber,Transportation,Bus Lines,4394,19.32,2023-03-26
Aliexpress,MISC,Department Stores,,0,2023-04-05
Uber,Transportation,Taxi Cabs,,11.56,2023-04-23
CVS,Health,Pharmaceuticals,,6.37,2023-03-06
XYZ Electricity,Utilities,Utilities,,188.33,2023-03-10
Apple Store,Electronics,Computer Software Stores,,1115.62,2023-03-12
Aliexpress,MISC,Variety Stores,,0,2023-05-01
ABC Apartments,Rent,Housing,,300,2023-04-08
Walmart,Electronics,Gaming,,1488.7,2023-05-03
Amazon,Health,Health,,94.78,2023-04-20
CVS,Health,Pharmaceuticals,,361.63,2023-04-02
City Park,Entertainment,Tourist Attractions,,20.32,2023-05-03
TGI Fridays,Food,Restaurant & Dining,,76.57,2023-05-06
Main Street Condos,Rent,Housing,6513,300,2023-03-04
Dollar General,Groceries,Miscellaneous Food Stores,5499,28.17,2023-05-07
Tobu Zoo,Entertainment,Amusement/Theme Parks,,33.29,2023-04-08
eBay,MISC,Wholesale Clubs,,0,2023-04-04
Walmart,MISC,Wholesale Clubs,,0,2023-05-15
Uptown Rentals,Rent,Housing,6513,300,2023-03-22
Yellow Cab,Transportation,Bus Lines,,7.87,2023-05-05
Target,Food,Fast Food Restaurants,,134.76,2023-04-05
Tasty's,Food,Fast Food Restaurants,,66.73,2023-04-01
Nike,Clothes,Apparel,,229.07,2023-03-28
JUTC,Transportation,Public Transportation,,6.06,2023-04-24
CVS,Health,Drug Stores,,124.68,2023-04-17
TGI Fridays,Food,Dining,,49.12,2023-04-08
Mo's Motel,MISC,Miscellaneous,,0,2023-03-03
AMC Theaters,Entertainment,Theaters,,51.01,2023-03-09
ABC Apartments,Rent,Housing,,300,2023-05-11
Disney Land,Entertainment,Tourist Attractions,,78.3,2023-04-15
TGI Fridays,Food,Bars,,65.21,2023-04-17
Subway,Food,Bars,,93.62,2023-04-06
CVS,Health,Drug Stores,,491.61,2023-03-07
PQR Internet,Utilities,Utilities,,81.56,2023-03-25
Gyomu Supermarket,Groceries,Convenience Stores,,28.6,2023-03-31
Panasonic,Electronics,Mobile Accessories,,1855.38,2023-04-29
Juicy,Food,Bars,5814,32.25,2023-03-22
Amazon,Clothes,Clothing & Shoes,,246.96,2023-03-15
MNO Gas,Utilities,Utilities,,142.04,2023-05-06
Juicy,Food,Restaurant & Dining,,24.48,2023-03-16
Zara,Clothes,Commercial Footwear,,196.61,2023-03-23
Nintendo,Electronics,Electronics,,1875.18,2023-03-09
PQR Internet,Utilities,Utilities,4802,132.81,2023-03-12
MNO Gas,Utilities,Utilities,4954,55.54,2023-03-05
Sony,Electronics,Mobile Accessories,,1207.51,2023-04-20
Tasty's,Food,Meals,5814,108.34,2023-03-23
ABC Water,Utilities,Utilities,,54.16,2023-03-28
Regal Cinemas,Entertainment,Theaters,,28.01,2023-04-07
Cabbie,Transportation,Bus Lines,4463,9.48,2023-03-08
Juicy,Food,Dining,,133.61,2023-03-15
Tobu,Groceries,Convenience Stores,5422,128.76,2023-04-14
XYZ Housing,Rent,Housing,6513,300,2023-03-19
Amazon,Health,Health,,280.25,2023-05-12
Dollar General,Groceries,Miscellaneous Food Stores,,139.87,2023-03-03
Walmart,Health,Health,,294.81,2023-03-23
Uptown Rentals,Rent,Housing,,300,2023-05-07
Sega,Electronics,Computer Software Stores,5734,888.44,2023-03-14
Uber,Transportation,Local Transit,4504,6.94,2023-03-16
XYZ Housing,Rent,Housing,,300,2023-03-22
Uptown Rentals,Rent,Housing,,300,2023-03-05
Amazon,Health,Health,,42.27,2023-04-08
AMC Theaters,Entertainment,Exhibits,,89.22,2023-03-13
XYZ Housing,Rent,Housing,,300,2023-04-08
Juicy,Food,Fast Food Restaurants,5812,128.66,2023-04-01
Starbucks,Food,Restaurant & Dining,5814,58.99,2023-04-24
Target,Electronics,Gaming,,310.54,2023-05-01
Carib,Entertainment,Carnival,,26.64,2023-05-02
Museum of History,Entertainment,Motion Pictures,,116.5,2023-03-15
Amazon,Health,Drug Stores,5912,143.9,2023-04-19
Yellow Cab,Transportation,Bus Lines,,5.38,2023-05-04
Apple Store,Electronics,Gaming,,1627.88,2023-03-11
Nike,Clothes,Apparel,,214.25,2023-03-26
TGI Fridays,Food,Restaurant & Dining,,134.65,2023-05-02
Nintendo,Electronics,Mobile Accessories,,681.17,2023-03-27
Best Buy,Electronics,Gaming,,1285.49,2023-04-29
Amazon,Electronics,Computer Software Stores,,1817.39,2023-04-15
Carib,Entertainment,Tourist Attractions,,41.78,2023-04-27
Megamart,Groceries,Convenience Stores,5441,11.83,2023-03-28
Walmart,Health,Health,5912,241.28,2023-04-29
ABC Water,Utilities,Utilities,4817,151.33,2023-03-20
CVS,Health,Drug Stores,,468.87,2023-04-19
Costco,MISC,Miscellaneous,6067,0,2023-03-11
Amazon,Health,Drug Stores,,54.4,2023-04-12
Walmart,Health,Health,,162.79,2023-04-19
Walmart,Food,Restaurant & Dining,,116.68,2023-04-19
Costco,MISC,Stationery Goods,6380,0,2023-03-20
XYZ Electricity,Utilities,Utilities,,91.79,2023-04-08
Main Street Condos,Rent,Housing,,300,2023-03-31
Best Buy,Electronics,Computer Software Stores,,1429.39,2023-04-01
Starbucks,Food,Meals,,92.05,2023-04-09
Amazon,MISC,Miscellaneous,,0,2023-03-30
Aliexpress,Electronics,Mobile Accessories,,785.14,2023-04-23
ABC Water,Utilities,Utilities,,194.98,2023-04-13
PQR Internet,Utilities,Utilities,,193.6,2023-04-29
Uptown Rentals,Rent,Housing,,300,2023-04-04
Walmart,Groceries,Markets,,50.08,2023-04-05
PQR Internet,Utilities,Utilities,,140.33,2023-04-26
McDonalds,Food,Meals,,71.52,2023-03-02
Main Street Condos,Rent,Housing,,300,2023-04-05
JUTC,Transportation,Local Transit,,17.71,2023-03-11
Seven Eleven,Groceries,Markets,5499,137.3,2023-03-01
City Park,Entertainment,Tourist Attractions,,15.05,2023-04-10
Burger King,Food,Meals,,69.11,2023-04-08
Regal Cinemas,Entertainment,Tourist Attractions,,75.24,2023-05-07
Aliexpress,Clothes,Men's Clothing,,70.2,2023-04-28
Uniqlo,Clothes,Men's Clothing,,128.34,2023-03-16
Carib,Entertainment,Tourist Attractions,,53.13,2023-03-03
City Bus,Transportation,Taxi Cabs,,15.2,2023-03-05
Target,Clothes,Clothing & Shoes,,224.28,2023-03-06
Walmart,Health,Drug Stores,,456.13,2023-03-21
Walmart,Health,Pharmaceuticals,,71.55,2023-03-22
Burger King,Food,Dining,5813,141.2,2023-04-15
Amazon,Health,Health,,357.39,2023-04-16
Tobu Zoo,Entertainment,Carnival,7998,71.33,2023-03-30
Target,Groceries,Convenience Stores,5411,41.37,2023-03-11
Yellow Cab,Transportation,Public Transportation,,7.02,2023-03-01
City Bus,Transportation,Public Transportation,,12.22,2023-03-15
Six Flags,Entertainment,Fair,7832,41.39,2023-05-07
Yellow Cab,Transportation,Taxi Cabs,,14.3,2023-03-15
Tasty's,Food,Fast Food Restaurants,,99.79,2023-03-31
Walmart,Electronics,Computer Software Stores,5729,82.85,2023-05-13
Bed Bath & Beyond,MISC,Miscellaneous,,0,2023-05-15
Carib,Entertainment,Amusement/Theme Parks,,81.88,2023-03-12
Trader joe's,Groceries,Convenience Stores,,26.03,2023-03-26
Aliexpress,MISC,Department Stores,6078,0,2023-03-13
Burger King,Food,Bars,,105.31,2023-04-04
Juicy,Food,Restaurant & Dining,,13.32,2023-03-05
Seven Eleven,Groceries,Supermarkets,5422,89.18,2023-05-11
Dentist,MISC,Department Stores,6868,0,2023-04-07
ABC Apartments,Rent,Housing,,300,2023-03-12
Adidas,Clothes,Commercial Footwear,,61.54,2023-04-20
City Bus,Transportation,Taxi Cabs,,13.9,2023-04-12
XYZ Electricity,Utilities,Utilities,,51.79,2023-03-17
Cabbie,Transportation,Bus Lines,4124,8.96,2023-04-08
Uber,Transportation,Public Transportation,4206,17.41,2023-04-19
Main Street Condos,Rent,Housing,,300,2023-04-27
Trader joe's,Groceries,Miscellaneous Food Stores,5441,15.6,2023-04-19
JUTC,Transportation,Taxi Cabs,,16.78,2023-03-18
McDonalds,Food,Restaurant & Dining,,88.58,2023-05-13
Amazon,Health,Pharmaceuticals,5912,384.69,2023-04-24
H&M,Clothes,Commercial Footwear,,135.02,2023-03-28
Uptown Rentals,Rent,Housing,,300,2023-04-03
CVS,Health,Health,,399.23,2023-03-08
Aliexpress,Clothes,Accessories,5653,168.63,2023-03-24
Amazon,MISC,Department Stores,,0,2023-05-07
Walmart,Health,Drug Stores,5912,420.97,2023-04-26
KFC,Food,Dining,,91.35,2023-04-02
Tobu Zoo,Entertainment,Amusement/Theme Parks,,110.98,2023-03-07
Walmart,Health,Drug Stores,,232.52,2023-03-31
Amazon,Health,Health,,48.14,2023-03-28
Uber,Transportation,Taxi Cabs,,17.61,2023-05-02
AMC Theaters,Entertainment,Motion Picture Theaters,7832,70.87,2023-03-12
PQR Internet,Utilities,Utilities,,60.12,2023-04-13
AMC Theaters,Entertainment,Exhibits,7998,16.16,2023-04-23
Six Flags,Entertainment,Motion Pictures,,28.41,2023-03-27
Uptown Rentals,Rent,Housing,6513,300,2023-04-17
Main Street Condos,Rent,Housing,,300,2023-03-05
Subway,Food,Meals,5813,28.44,2023-04-30
Apple Store,Electronics,Electronics,,1917.45,2023-04-08
Yellow Cab,Transportation,Public Transportation,,8.32,2023-05-01
Ikea,MISC,Department Stores,,0,2023-04-01
ABC Apartments,Rent,Housing,,300,2023-03-18
Amazon,Health,Health,,278.13,2023-03-27
Main Street Condos,Rent,Housing,,300,2023-03-22
Target,Food,Restaurant & Dining,,9.84,2023-04-10
Subway,Food,Restaurant & Dining,5813,90.46,2023-04-28
City Hospital,MISC,Department Stores,,0,2023-05-09
Trader joe's,Groceries,Convenience Stores,,14.46,2023-04-03
Regal Cinemas,Entertainment,Amusement/Theme Parks,,53.57,2023-04-10
Sony,Electronics,Electronics,5724,275.61,2023-03-29
PQR Internet,Utilities,Utilities,4832,176.12,2023-04-23
Cabbie,Transportation,Local Transit,,10.74,2023-03-25
Puma,Clothes,Accessories,,268.84,2023-04-12
Bed Bath & Beyond,MISC,Miscellaneous,,0,2023-03-22
H&M,Clothes,Clothing & Shoes,,55.52,2023-03-20
Target,Electronics,Gaming,,1792.02,2023-04-24
Adidas,Clothes,Clothing & Shoes,,98.01,2023-04-02
Amazon,Groceries,Specialty Food Markets,,54.1,2023-04-25
XYZ Electricity,Utilities,Utilities,,86.8,2023-04-29
Burger King,Food,Fast Food Restaurants,5813,148.37,2023-04-23
ABC Apartments,Rent,Housing,,300,2023-03-28
Amazon,Health,Pharmaceuticals,,429.47,2023-03-11
PQR Internet,Utilities,Utilities,,55.71,2023-03-02
CVS,Health,Drug Stores,,335.44,2023-05-07
Amazon,Health,Health,5912,496.77,2023-03-16
Sony,Electronics,Electronics,,248.71,2023-03-20
XYZ Electricity,Utilities,Utilities,,153.38,2023-05-02
City Hospital,MISC,Wholesale Clubs,,0,2023-03-04
Hilo,Groceries,Convenience Stores,,40.07,2023-03-30
ABC Water,Utilities,Utilities,,88.47,2023-04-03
Mo's Motel,MISC,Wholesale Clubs,,0,2023-04-23
Yellow Cab,Transportation,Local Transit,,15.7,2023-03-31
Hilo,Groceries,Supermarkets,,16.88,2023-05-13
Uptown Rentals,Rent,Housing,,300,2023-04-27
Donquiote,Clothes,Clothing & Shoes,,146.89,2023-03-25
Megamart,Groceries,Specialty Food Markets,,75.74,2023-03-16
Nike,Clothes,Men's Clothing,,198.94,2023-04-30
XYZ Housing,Rent,Housing,,300,2023-03-10
PQR Internet,Utilities,Utilities,,182.85,2023-05-14
CVS,Health,Health,,459.61,2023-03-22
Uber,Transportation,Taxi Cabs,,6.42,2023-05-08
Megamart,Groceries,Convenience Stores,,32.93,2023-03-21
ABC Water,Utilities,Utilities,,178.35,2023-05-12
GU,Clothes,Clothing & Shoes,5625,47.22,2023-03-24
Target,Food,Fast Food Restaurants,,130.09,2023-03-04
Amazon,Clothes,Apparel,,63.29,2023-03-19
Lyft,Transportation,Bus Lines,,11.14,2023-03-01
CVS,Health,Drug Stores,,336.05,2023-04-18
Target,Food,Fast Food Restaurants,,27.74,2023-05-02
City Park,Entertainment,Fair,,24.95,2023-05-14
PQR Internet,Utilities,Utilities,,178.49,2023-04-14
Mo's Motel,MISC,Miscellaneous,,0,2023-03-24
XYZ Electricity,Utilities,Utilities,4906,54.52,2023-03-03
XYZ Housing,Rent,Housing,,300,2023-04-30
Gyomu Supermarket,Groceries,Specialty Food Markets,,12.42,2023-03-03
Aliexpress,Electronics,Electronics,,1629.94,2023-03-08
Office Depot,MISC,Wholesale Clubs,,0,2023-03-08
Walmart,Clothes,Men's Clothing,,187.94,2023-04-09
Office Depot,MISC,Wholesale Clubs,,0,2023-03-10
Tobu Zoo,Entertainment,Carnival,7991,93.01,2023-04-12
Target,Clothes,Accessories,,288.94,2023-05-08
Amazon,Health,Pharmaceuticals,,352.14,2023-03-28
Aliexpress,MISC,Miscellaneous,,0,2023-03-12
Lyft,Transportation,Local Transit,,10.25,2023-05-12
Holiday Inn,MISC,Wholesale Clubs,,0,2023-04-26
ABC Water,Utilities,Utilities,,79.35,2023-04-07
City Hospital,MISC,Variety Stores,,0,2023-03-17
XYZ Housing,Rent,Housing,,300,2023-03-09
JUTC,Transportation,Public Transportation,,10.84,2023-03-16
Dollar General,Groceries,Convenience Stores,,136.31,2023-04-10
AMC Theaters,Entertainment,Exhibits,,20.11,2023-04-08
Apple Store,Electronics,Mobile Accessories,,692.93,2023-03-03
